,Response Metric,Performance Metric,Correlation
408,DMS_hit_slope_down,total_hits,0.09912266821256507
183,DMS_hit_slope_down,false_alarm_rate,0.09655510067718537
464,DLS_miss_slope_up,total_mistakes,0.09506273467566698
468,DLS_mistake_slope_down,total_mistakes,0.09387215602335186
165,DLS_mistake_auc,false_alarm_rate,-0.09294149167773093
131,VS_hit_maximal_value,d_prime,-0.09220010329173792
231,DLS_hit_maximal_value,hit_rate,0.09177353004420588
381,DLS_hit_maximal_value,total_hits,0.08946679099450625
225,DLS_cor_reject_auc,hit_rate,-0.08894773022379772
181,DMS_hit_maximal_value,false_alarm_rate,0.08865414291791641
300,DLS_cor_reject_auc,participation,0.08545027514822928
108,DMS_hit_slope_down,d_prime,-0.08415226846948878
465,DLS_mistake_auc,total_mistakes,-0.08356152117026838
246,DLS_reward_collect_maximal_value,hit_rate,0.08323428967608457
92,DLS_mistake_peak_timing,d_prime,-0.0809149855338282
140,VS_mistake_auc,d_prime,-0.0806844896548756
396,DLS_reward_collect_maximal_value,total_hits,0.07919013900781934
174,DLS_reward_collect_slope_up,false_alarm_rate,0.07506151125695015
96,DLS_reward_collect_maximal_value,d_prime,0.07408743883827504
334,DMS_hit_slope_up,participation,0.07373167249655027
151,DLS_cor_reject_maximal_value,false_alarm_rate,0.07194397695268082
33,DMS_hit_slope_down,c_score,-0.07170790186988135
121,DMS_reward_collect_maximal_value,d_prime,0.07088477438671889
107,DMS_hit_peak_timing,d_prime,0.06873828629518916
406,DMS_hit_maximal_value,total_hits,0.06787927740641223
474,DLS_reward_collect_slope_up,total_mistakes,0.056767741654856305
451,DLS_cor_reject_maximal_value,total_mistakes,0.056054792269510684
482,DMS_hit_peak_timing,total_mistakes,0.0558573814763225
437,VS_miss_peak_timing,total_hits,-0.05341558886637229
27,DMS_cor_reject_peak_timing,c_score,0.05286863209328127
184,DMS_hit_slope_up,false_alarm_rate,0.05153953244008408
407,DMS_hit_peak_timing,total_hits,-0.049890042530866055
177,DMS_cor_reject_peak_timing,false_alarm_rate,-0.0498318280617084
171,DLS_reward_collect_maximal_value,false_alarm_rate,-0.04934259704014476
161,DLS_miss_maximal_value,false_alarm_rate,0.04892880369399731
134,VS_hit_slope_up,d_prime,-0.04586050076528147
471,DLS_reward_collect_maximal_value,total_mistakes,-0.04516120764938525
306,DLS_hit_maximal_value,participation,0.044827242921302614
72,VS_reward_collect_peak_timing,c_score,0.04286137910603041
31,DMS_hit_maximal_value,c_score,-0.03898964350935935
409,DMS_hit_slope_up,total_hits,0.0388249003504392
461,DLS_miss_maximal_value,total_mistakes,0.03726052516575005
259,DMS_hit_slope_up,hit_rate,-0.03588566941110427
145,VS_reward_collect_auc,d_prime,-0.031222373826046906
444,VS_mistake_slope_up,total_hits,0.03007506526324183
156,DLS_hit_maximal_value,false_alarm_rate,-0.0270696703016092
258,DMS_hit_slope_down,hit_rate,0.026490771219188775
321,DLS_reward_collect_maximal_value,participation,0.026459790243734033
456,DLS_hit_maximal_value,total_mistakes,-0.0247861057446236
125,VS_cor_reject_auc,d_prime,-0.023646551883569986
34,DMS_hit_slope_up,c_score,0.02265086826421192
297,VS_reward_collect_peak_timing,hit_rate,-0.02150259497324022
307,DLS_hit_peak_timing,participation,-0.02107993914187332
459,DLS_hit_slope_up,total_mistakes,0.015303242851875697
137,VS_miss_peak_timing,d_prime,-0.014308824771454388
159,DLS_hit_slope_up,false_alarm_rate,0.010860613639043774
256,DMS_hit_maximal_value,hit_rate,0.00982081430313117
9,DLS_hit_slope_up,c_score,-0.006901224640076153
332,DMS_hit_peak_timing,participation,-0.0050581911589941825
447,VS_reward_collect_peak_timing,total_hits,0.001444178937089164
